ip,app,device,os,channel,hour,day,minute,dayofweek,ip_click_count,app_click_count,device_click_count,os_click_count,channel_click_count,ip_hour_click_count,ip_app_click_count,ip_device_click_count,ip_channel_click_count,ip_unique_apps,ip_unique_devices,ip_unique_os,ip_unique_channels,time_since_prev_click_sec,very_fast_repeat_click,anomaly_score,anomaly_flag,conversion_probability,low_quality_score,anomaly_score_scaled,risk_score,decision
100157,12,1,18,265,16,6,0,0,9,69497,467914,24717,11005,9,3,9,2,5,1,3,6,25.0,0,-0.19901737494255323,0,0.02538993,0.9746101,0.13169336963157147,0.7217350859894165,monitor
98408,12,1,13,245,16,6,8,0,42,69497,467914,110115,42657,42,12,42,25,7,1,3,7,0.0,1,-0.18337616350223623,0,0.0022073593,0.99779266,0.17258976809748586,0.7502317873018044,monitor
48212,2,1,37,237,16,6,1,0,354,53879,467914,6729,3587,354,96,335,81,22,2,29,51,1.0,1,-0.08137002770723745,0,0.0003367927,0.99966323,0.4393007956517491,0.8315544904045091,block
127001,3,1,23,19,16,6,8,0,26,65991,467914,4844,2332,26,3,26,1,16,1,3,18,9.0,0,-0.2025385637356822,0,0.002793509,0.9972065,0.12248666972172129,0.7347905394144412,monitor
70828,9,1,37,442,16,6,4,0,23,59537,467914,6729,10237,23,3,23,3,7,1,1,10,4.0,1,-0.23056013788071672,0,0.009633002,0.990367,0.049219872821092504,0.7080228764619588,monitor
54125,1,1,19,452,16,6,7,0,174,19091,467914,120453,3861,174,7,158,6,22,3,28,56,1.0,1,-0.1439297116279718,0,0.0021277303,0.9978723,0.2757286982290857,0.7812291966841493,monitor
83311,3,1,19,280,16,6,7,0,25,65991,467914,120453,22283,25,6,25,3,7,1,1,13,0.0,1,-0.22656640631546243,0,0.017032642,0.9829674,0.05966210986147543,0.7059757847338027,monitor
188573,1,1,19,134,16,6,1,0,26,19091,467914,120453,43940,26,2,26,3,11,1,3,16,0.0,1,-0.20261138755104036,0,0.0029655332,0.9970345,0.12229626044414967,0.7346130152487234,monitor
4019,3,1,18,137,16,6,6,0,355,65991,467914,24717,5890,355,55,320,2,24,5,35,66,2.0,1,-0.10770789690422466,0,0.009733567,0.99026644,0.3704363091934488,0.804317414288186,block
123896,3,1,10,379,16,6,9,0,66,65991,467914,14836,5646,66,5,66,1,17,1,11,32,5.0,1,-0.19824707514242118,0,0.008086368,0.9919136,0.13370743917373068,0.7344517455308057,monitor
111021,8,1,13,145,16,6,2,0,144,32361,467914,110115,31640,144,45,144,45,14,1,8,31,13.0,0,-0.09527841422599415,0,0.48647806,0.5135219,0.4029351394965698,0.480345872688128,allow
82691,12,1,19,178,16,6,5,0,20,69497,467914,120453,21830,20,3,20,2,9,1,4,11,0.0,1,-0.2322200219727663,0,0.059169482,0.9408305,0.044879845739768366,0.6720453297976752,monitor
43881,13,2,9,400,16,6,3,0,174,7335,26018,12357,1367,174,2,15,1,18,3,26,40,0.0,1,-0.08579565156960678,0,0.0044272365,0.99557275,0.4277293085181383,0.8252196967340608,block
97378,12,1,18,205,16,6,6,0,17,69497,467914,24717,10651,17,1,17,1,12,1,2,15,14.0,0,-0.21709846316695774,0,0.08778176,0.9122182,0.08441753095729974,0.6638779846022839,monitor
70634,12,1,15,135,16,6,6,0,25,69497,467914,11772,7919,25,3,25,2,13,1,4,17,1.0,1,-0.23666370331078213,0,0.0028651443,0.99713486,0.03326114450626856,0.7079727543435492,monitor
124004,3,1,19,115,16,6,8,0,6,65991,467914,120453,5251,6,2,6,1,4,1,1,5,1.0,1,-0.21345180965722393,0,0.02265508,0.97734493,0.09395227803045718,0.7123271404899782,monitor
40071,9,1,22,215,16,6,0,0,1,59537,467914,18179,13005,1,1,1,1,1,1,1,1,-1.0,0,-0.17877996684428876,0,0.11061399,0.889386,0.18460724453582716,0.6779523900164793,monitor
17071,3,1,19,379,16,6,0,0,6,65991,467914,120453,5646,6,1,6,1,5,1,2,6,4.0,1,-0.20519013313081652,0,0.006317486,0.9936825,0.11555372600714929,0.7302438584713953,monitor
79857,18,1,1,107,16,6,0,0,533,38763,467914,5347,14818,533,39,456,14,30,4,37,67,1.0,1,-0.09374522094382887,0,0.015477301,0.9845227,0.4069439136015648,0.8112490642972968,block
52596,12,1,15,135,16,6,3,0,51,69497,467914,11772,7919,51,9,51,2,15,1,6,25,1.0,1,-0.23052326561879866,0,0.0019946282,0.9980054,0.04931628112817886,0.7133986336136612,monitor
80539,9,1,13,442,16,6,8,0,85,59537,467914,110115,10237,85,11,85,2,17,1,3,37,0.0,1,-0.20227770642364856,0,0.016335338,0.98366463,0.12316872204333215,0.7255158708244254,monitor
87914,3,1,13,280,16,6,6,0,13,65991,467914,110115,22283,13,2,13,2,7,1,3,7,1.0,1,-0.23469326779582939,0,0.021457195,0.9785428,0.038413156949702626,0.696503922308452,monitor
113540,9,1,17,442,16,6,0,0,53,59537,467914,26717,10237,53,11,52,2,12,2,7,21,45.0,0,-0.17395355755177017,0,0.055658873,0.9443411,0.19722664798418515,0.7202067507658,monitor
20901,8,1,16,259,16,6,4,0,56,32361,467914,9294,24335,56,6,55,13,10,2,4,11,0.0,1,-0.21367485028194566,0,0.05979498,0.94020504,0.09336910336412703,0.6861542513644627,monitor
196646,2,1,19,219,16,6,2,0,27,53879,467914,120453,3865,27,3,27,1,16,1,2,22,0.0,1,-0.22610486996906254,0,0.018075407,0.9819246,0.0608688689671173,0.7056078939855759,monitor
24896,9,1,19,134,16,6,6,0,42,59537,467914,120453,43940,42,3,41,3,18,2,9,30,1.0,1,-0.1989115126422064,0,0.2689316,0.7310684,0.1319701632056512,0.5513388860283458,monitor
42799,215,3032,607,347,16,6,7,0,50,99,4083,4375,1702,49,21,22,22,17,3,11,25,120.0,0,-0.01607368966853895,0,0.00037081234,0.9996292,0.6100283041305641,0.8827489010902434,block
47534,25,1,19,259,16,6,2,0,19,7340,467914,120453,24335,19,2,19,2,10,1,3,13,0.0,1,-0.21960776760383027,0,0.076701395,0.9232986,0.07785656127063549,0.6696659865162614,monitor
35641,15,1,16,265,16,6,6,0,16,56109,467914,9294,11005,16,2,16,1,9,1,3,15,10.0,0,-0.23242228244457103,0,0.093448564,0.9065514,0.044351004039725354,0.6478912778125646,monitor
111121,12,1,13,245,16,6,1,0,30,69497,467914,110115,42657,30,5,30,4,11,1,4,21,-1.0,0,-0.1823433182631926,0,0.003739223,0.99626076,0.17529030383352695,0.7499696008584626,monitor
89528,24,1,18,105,16,6,9,0,11,7394,467914,24717,6214,11,2,10,2,9,2,2,9,0.0,1,-0.19695538532361284,0,0.016665079,0.9833349,0.13708476462744756,0.729459834810445,monitor
116425,2,1,13,364,16,6,8,0,101,53879,467914,110115,3222,101,81,81,81,11,3,20,13,5.0,1,-0.08729061582774511,0,0.0009481903,0.9990518,0.4238204901873833,0.8264823778110673,block
166544,2,1,19,477,16,6,4,0,6,53879,467914,120453,20041,6,4,6,4,3,1,1,3,-1.0,0,-0.20590441479467958,0,0.011769876,0.9882301,0.11368612466094258,0.7258669138486307,monitor
112291,9,1,22,134,16,6,1,0,30,59537,467914,18179,43940,30,3,24,6,13,2,2,14,4.0,1,-0.2002913993183154,0,0.10064309,0.8993569,0.128362233247074,0.6680584713237621,monitor
92873,3,1,1,409,16,6,0,0,260,65991,467914,5347,3343,259,55,211,1,22,2,24,49,4.0,1,-0.12898467559514548,0,0.003339596,0.9966604,0.3148048369935346,0.7921037450090406,monitor
114654,23,1,22,153,16,6,0,0,14,4782,467914,18179,11033,14,1,13,1,12,2,3,13,8.0,0,-0.18901737302285876,0,0.04426919,0.9557308,0.1578399417643145,0.7163635157896399,monitor
53843,12,1,8,259,16,6,8,0,23,69497,467914,15263,24335,23,4,22,5,8,2,8,14,122.0,0,-0.15500704459483117,0,0.004227912,0.99577206,0.24676527524353786,0.7710700212250999,monitor
106990,3,1,13,173,16,6,4,0,15,65991,467914,110115,2309,15,3,15,1,9,1,3,12,4.0,1,-0.22465198286975469,0,0.12155686,0.8784431,0.06466766997214203,0.6343104863287092,monitor
6168,9,1,13,134,16,6,9,0,62,59537,467914,110115,43940,62,10,62,20,5,1,2,5,0.0,1,-0.17166035981872513,0,0.04898955,0.95101047,0.20322257282732126,0.7266740620207732,monitor
76883,9,1,19,134,16,6,5,0,38,59537,467914,120453,43940,38,9,38,9,8,1,5,12,0.0,1,-0.21433190430786275,0,0.0710435,0.9289565,0.09165113264554987,0.6777649077601261,monitor
103616,25,1,43,259,16,6,3,0,33,7340,467914,764,24335,33,2,33,2,9,1,4,9,1.0,1,-0.21230764582008865,0,0.013612401,0.9863876,0.09694387368609558,0.719554453647882,monitor
89314,15,1,19,315,16,6,5,0,15,56109,467914,120453,2038,15,2,15,1,11,1,1,13,0.0,1,-0.22738207341171562,0,0.10773717,0.8922628,0.05752942041403773,0.6418427857036791,monitor
69913,8,1,19,145,16,6,4,0,145,32361,467914,120453,31640,145,66,145,66,10,1,3,14,0.0,1,-0.10808751099411706,0,0.012375209,0.98762476,0.3694437486655924,0.8021704716303174,block
60546,18,1,37,121,16,6,5,0,21,38763,467914,6729,18947,21,2,21,2,9,1,5,12,2.0,1,-0.23311267778564176,0,0.012960098,0.9870399,0.04254585722771681,0.7036916798939925,monitor
1890,9,1,28,215,16,6,0,0,44,59537,467914,3765,13005,44,5,44,1,17,1,8,26,4.0,1,-0.20470687351803224,0,0.07234016,0.92765987,0.11681728399703534,0.6844070936349321,monitor
43417,9,1,11,134,16,6,8,0,34,59537,467914,3272,43940,34,6,34,4,10,1,4,17,0.0,1,-0.20623865397431318,0,0.0072619254,0.99273807,0.11281220394672077,0.7287603267380629,monitor
103405,15,1,13,140,16,6,3,0,12,56109,467914,110115,14757,12,1,12,1,7,1,1,7,0.0,1,-0.23582303388350678,0,0.039406177,0.9605938,0.035459206466312475,0.6830534356726513,monitor
114054,12,1,41,481,16,6,3,0,39,69497,467914,6222,1231,39,4,39,1,13,1,3,26,9.0,0,-0.20652301741285695,0,0.0038585383,0.99614143,0.11206869117367256,0.730919610953176,monitor
84644,3,1,17,280,16,6,8,0,490,65991,467914,26717,22283,488,56,466,28,25,5,34,67,2.0,1,-0.08027520011266898,0,0.009600145,0.99039984,0.44216339396964793,0.825928880594764,block
151273,15,1,13,245,16,6,4,0,3,56109,467914,110115,42657,3,1,3,2,3,1,1,2,-1.0,0,-0.18330953283008367,0,0.27696845,0.7230315,0.17276398443161067,0.5579512479990083,monitor
198707,12,1,6,259,16,6,2,0,9,69497,467914,12778,24335,9,4,9,2,6,1,3,6,-1.0,0,-0.21084161658298906,0,0.009646049,0.99035394,0.10077703686989886,0.7234808465613054,monitor
58913,3,1,41,19,16,6,0,0,39,65991,467914,6222,2332,39,6,39,1,16,1,4,25,6.0,0,-0.19221453986134712,0,0.001214653,0.9987854,0.1494804480327869,0.7439938622311861,monitor
94442,3,1,13,280,16,6,5,0,1,65991,467914,110115,22283,1,1,1,1,1,1,1,1,-1.0,0,-0.18689050744111402,0,0.024210066,0.9757899,0.16340096513174165,0.7320731869928306,monitor
117045,15,1,13,245,16,6,5,0,49,56109,467914,110115,42657,49,43,49,43,5,1,2,6,10.0,0,-0.12518936836692907,0,0.0024995343,0.9975005,0.3247282625093883,0.7956688320891507,monitor
54009,3,1,19,211,16,6,3,0,65,65991,467914,120453,1326,65,11,65,1,11,1,6,21,0.0,1,-0.2061056813640808,0,0.0076836506,0.99231637,0.11315988167448926,0.728569408250821,monitor
132905,8,1,19,145,16,6,2,0,22,32361,467914,120453,31640,22,9,22,9,6,1,2,6,1.0,1,-0.2137605438097649,0,0.2162753,0.78372467,0.09314504420649607,0.5765507434484112,monitor
111414,9,1,20,134,16,6,6,0,76,59537,467914,11883,43940,76,13,67,14,12,2,10,23,0.0,1,-0.2053087638349605,0,0.02058846,0.97941154,0.11524354744038826,0.7201611260416563,monitor
31194,9,1,18,442,16,6,8,0,30,59537,467914,24717,10237,30,3,30,3,8,1,3,11,2.0,1,-0.23237961084650266,0,0.12272355,0.8772764,0.04446257561999842,0.6274322551803537,monitor
169352,3,1,19,115,16,6,9,0,13,65991,467914,120453,5251,13,4,13,2,5,1,1,7,0.0,1,-0.21129127834746447,0,0.017389372,0.98261064,0.09960132571958018,0.71770786563427,monitor
35308,2,1,19,469,16,6,1,0,50,53879,467914,120453,4406,50,7,50,2,15,1,3,27,0.0,1,-0.21266283676630848,0,0.0018143844,0.99818563,0.09601517129475466,0.7275344836966234,monitor
7737,6,1,19,459,16,6,5,0,5,10944,467914,120453,10801,5,1,5,2,4,1,1,3,1.0,1,-0.2133472720454257,0,0.0036440766,0.99635595,0.0942256079987329,0.7257168301008833,monitor
112026,2,1,19,122,16,6,1,0,51,53879,467914,120453,5972,51,3,51,1,9,1,4,16,0.0,1,-0.21754160458631472,0,0.0073325043,0.9926675,0.08325886827110525,0.7198449137848594,monitor
34104,1,1,18,150,16,6,0,0,61,19091,467914,24717,363,61,2,61,1,12,1,7,33,9.0,0,-0.1596400773154127,0,0.006042946,0.99395704,0.2346514851468111,0.7661653515880497,monitor
28201,8,1,20,145,16,6,7,0,73,32361,467914,11883,31640,73,36,73,36,5,1,2,4,1.0,1,-0.15500797472676348,0,0.011568346,0.98843163,0.24676284326783862,0.7659310136248828,monitor
37161,12,1,18,178,16,6,9,0,40,69497,467914,24717,21830,40,3,40,2,15,1,6,21,1.0,1,-0.2124171664499392,0,0.029417284,0.9705827,0.09665751483622669,0.7084051490622266,monitor
76989,18,1,36,121,16,6,6,0,82,38763,467914,1857,18947,82,14,77,12,15,2,9,28,8.0,0,-0.17855540208163656,0,0.00246347,0.99753654,0.18519440429962625,0.7538338873909621,monitor
33956,8,1,15,145,16,6,0,0,14,32361,467914,11772,31640,14,6,14,6,6,1,2,5,1.0,1,-0.20899583563730767,0,0.14237458,0.8576254,0.10560312040718836,0.6320187394859565,monitor
114276,18,1,13,121,16,6,8,0,1225,38763,467914,110115,18947,1225,109,1101,57,32,5,48,80,1.0,1,-0.020863512047230914,0,0.010163856,0.98983616,0.5975045629019902,0.8721366485260535,block
53454,12,1,8,178,16,6,4,0,1569,69497,467914,15263,21830,1569,208,1424,72,37,4,49,81,0.0,1,0.007019602535586977,1,0.0012312381,0.99876875,0.6704093355790199,0.9002609055893249,block
88311,8,1,15,259,16,6,4,0,65,32361,467914,11772,24335,65,4,65,14,15,1,7,21,0.0,1,-0.22127321627334978,0,0.14845523,0.85154474,0.07350198472948387,0.618131911889945,monitor
200197,14,1,48,401,16,6,2,0,23,17431,467914,518,2552,23,3,23,2,14,1,1,18,0.0,1,-0.21090641456998754,0,0.0075510857,0.9924489,0.10060761237831192,0.7248965318938829,monitor
151397,9,1,19,442,16,6,1,0,18,59537,467914,120453,10237,18,2,15,1,8,2,5,13,3.0,1,-0.2121124754952346,0,0.4248712,0.5751288,0.09745417708582967,0.43182640872725037,allow
90316,9,1,20,232,16,6,6,0,15,59537,467914,11883,3312,15,3,15,1,6,1,1,6,1.0,1,-0.23224625334233812,0,0.13484582,0.86515415,0.0448112597132698,0.6190512451548867,monitor
81753,2,1,19,477,16,6,3,0,27,53879,467914,120453,20041,27,3,21,1,11,2,6,14,1.0,1,-0.22204826640926123,0,0.001493428,0.99850655,0.07147549468999793,0.7203972306213549,monitor
70974,9,1,19,134,16,6,9,0,4,59537,467914,120453,43940,4,1,4,1,3,1,2,3,294.0,0,-0.09614620881612757,0,0.10388175,0.8961183,0.4006661545474128,0.7474826446544766,monitor
176604,2,1,18,377,16,6,0,0,40,53879,467914,24717,2496,40,4,40,2,17,1,1,28,0.0,1,-0.20856924214971306,0,0.012814155,0.98718584,0.10671851593254159,0.723045639866585,monitor
70346,12,1,31,259,16,6,6,0,10,69497,467914,2155,24335,10,4,10,1,5,1,3,8,3.0,1,-0.21388074262381368,0,0.008580219,0.9914198,0.09283076557064827,0.7218430961148286,monitor
123788,3,1,13,480,16,6,6,0,105,65991,467914,110115,4330,105,16,94,3,19,2,17,42,0.0,1,-0.18625669203982553,0,0.006310674,0.9936893,0.16505817482447133,0.7450999614881739,monitor
121347,8,1,36,145,16,6,8,0,29,32361,467914,1857,31640,29,3,29,3,15,1,4,23,5.0,1,-0.19969207451063686,0,0.027728548,0.97227144,0.12992926187774334,0.7195687524898672,monitor
124139,3,1,12,130,16,6,1,0,11,65991,467914,5578,3140,11,2,10,1,6,2,5,8,61.0,0,-0.1807042940911774,0,0.0024079152,0.9975921,0.1795757893849352,0.7521871651449483,monitor
71542,2,1,10,435,16,6,2,0,33,53879,467914,14836,3668,33,9,33,1,13,1,7,23,1.0,1,-0.23060527824620253,0,0.0021692396,0.99783075,0.04910184626152269,0.71321205402723,monitor
93836,10,1,30,377,16,6,0,0,39,1332,467914,2720,2496,39,1,39,2,17,1,6,21,11.0,0,-0.16630010202174356,0,0.09450577,0.9054942,0.21723780685071223,0.6990172673863294,monitor
93054,3,1,37,153,16,6,5,0,736,65991,467914,6729,11033,736,144,652,75,30,4,36,68,0.0,1,-0.05156410590746241,0,0.0016851063,0.9983149,0.5172330491232091,0.8539903268959288,block
98207,6,2,17,125,16,6,6,0,25,10944,26018,26717,7820,24,1,13,1,11,3,7,16,66.0,0,-0.0953203863940445,0,0.0143468445,0.98565316,0.4028253966856874,0.8108048204865717,block
84450,18,1,19,121,16,6,1,0,36,38763,467914,120453,18947,36,1,36,1,13,1,2,14,2.0,1,-0.21850046219446573,0,0.04888196,0.95111805,0.0807517847907337,0.6900081658807931,monitor
31490,15,1,17,245,16,6,0,0,6,56109,467914,26717,42657,6,2,6,2,5,1,3,4,14.0,0,-0.1740933055734058,0,0.04238234,0.95761764,0.19686125488151904,0.729390689048379,monitor
30296,9,1,13,134,16,6,8,0,80,59537,467914,110115,43940,80,16,80,11,17,1,7,35,1.0,1,-0.1861820816341151,0,0.034552813,0.9654472,0.16525325542249794,0.7253889959024147,monitor
41397,1,1,13,134,16,6,0,0,13,19091,467914,110115,43940,13,2,13,4,5,1,2,5,0.0,1,-0.19098048359341158,0,0.0028249247,0.9971751,0.1527070815359159,0.7438346688447774,monitor
125222,8,1,19,145,16,6,3,0,344,32361,467914,120453,31640,342,15,305,14,25,3,39,62,8.0,0,-0.058964530292714756,0,0.047708992,0.952291,0.49788347983754416,0.8159687283766173,block
126985,18,1,13,121,16,6,6,0,41,38763,467914,110115,18947,41,14,41,13,4,1,2,4,8.0,0,-0.18118134046692674,0,0.0039417115,0.9960583,0.17832847687696168,0.7507393129262172,monitor
107062,20,1,13,478,16,6,7,0,14,7931,467914,110115,563,14,1,14,1,10,1,1,14,4.0,1,-0.1979186199021612,0,0.07723282,0.92276716,0.13456623687205127,0.686306896608643,monitor
92506,25,1,18,259,16,6,5,0,73,7340,467914,24717,24335,73,2,62,4,22,3,13,32,1.0,1,-0.17881144691875944,0,0.03244389,0.9675561,0.18452493494783892,0.732646727997169,monitor
77355,2,1,13,435,16,6,7,0,76,53879,467914,110115,3668,76,5,76,1,16,1,8,36,1.0,1,-0.20776513959532533,0,0.012026729,0.9879733,0.10882096807297718,0.7242275992635985,monitor
119289,15,1,15,245,16,6,1,0,272,56109,467914,11772,42657,270,27,253,39,24,4,35,57,0.0,1,-0.09872876525117713,0,0.003743736,0.9962563,0.3939136560320959,0.815553507076505,block
50328,9,1,8,134,16,6,0,0,61,59537,467914,15263,43940,61,14,61,12,12,1,5,19,1.0,1,-0.19434394906190094,0,0.021518601,0.9784814,0.1439127739753695,0.728110832467269,monitor
103065,12,1,25,409,16,6,3,0,175,69497,467914,11933,3343,175,21,165,1,20,3,15,38,8.0,0,-0.13170169935393805,0,0.020893462,0.97910655,0.30770075258773716,0.7776847837482754,monitor
5314,24,1,26,105,16,6,9,0,1733,7394,467914,2586,6214,1732,51,1541,48,38,6,51,78,0.0,1,0.04615899620992814,1,0.08965304,0.910347,0.7727454139274184,0.8690664778197355,block
23203,15,1,19,315,16,6,8,0,29,56109,467914,120453,2038,29,3,29,1,11,1,4,15,1.0,1,-0.2217619124705848,0,0.06764392,0.93235606,0.07222421193757694,0.674316487385747,monitor
167094,18,1,19,121,16,6,6,0,23,38763,467914,120453,18947,23,8,23,7,4,1,3,4,0.0,1,-0.22152874127852146,0,0.0275119,0.9724881,0.07283387455979654,0.7025918301154365,monitor
109404,2,1,37,212,16,6,5,0,11,53879,467914,6729,3113,11,6,11,5,2,1,2,3,0.0,1,-0.2136744719821484,0,0.0048790304,0.99512094,0.09337009248823085,0.7245956696799104,monitor
43881,15,1,70,140,16,6,4,0,174,56109,467914,200,14757,174,18,157,4,18,3,26,40,0.0,1,-0.16985798319629347,0,0.0010773266,0.99892265,0.20793516895952469,0.7616264208012302,monitor
98295,14,1,26,439,16,6,4,0,15,17431,467914,2586,4807,15,2,15,2,12,1,1,14,1.0,1,-0.2193635913384525,0,0.009476072,0.99052393,0.07849499838165541,0.7169152654904488,monitor
114796,21,1,16,128,16,6,8,0,27,10101,467914,9294,10067,27,2,26,2,10,2,5,13,18.0,0,-0.19685193882697727,0,0.0059291637,0.9940708,0.1373552417041404,0.7370561699653132,monitor
146001,13,1,19,477,16,6,4,0,308,7335,467914,120453,20041,308,6,267,23,26,4,31,60,2.0,1,-0.09763144670024104,0,0.0056813555,0.99431866,0.3967827673457789,0.815057877174101,block
81821,3,1,44,110,16,6,2,0,4,65991,467914,436,2405,4,2,4,2,2,1,1,2,12.0,0,-0.1876463490488896,0,0.0049325223,0.9950675,0.16142469879926113,0.7449746198563005,monitor
14901,8,1,17,259,16,6,4,0,380,32361,467914,26717,24335,380,28,380,155,6,1,2,8,1.0,1,-0.050907403623067005,0,0.0053430963,0.9946569,0.518950100158456,0.8519448862715968,block
3071,18,1,25,107,16,6,7,0,62,38763,467914,11933,14818,62,7,59,6,15,2,5,22,32.0,0,-0.1969137047388348,0,0.0055005266,0.99449944,0.13719374504817008,0.7373077111456766,monitor
112086,2,1,18,205,16,6,0,0,98,53879,467914,24717,10651,98,46,96,40,18,2,11,39,3.0,1,-0.1547298257445377,0,0.0035148002,0.9964852,0.2474901073709677,0.7717866597633227,monitor
171043,21,1,35,128,16,6,4,0,3,10101,467914,4928,10067,3,1,3,1,3,1,1,3,79.0,0,-0.16698341403825434,0,0.010477269,0.98952276,0.21545118050080297,0.757301288712924,monitor
91937,2,1,13,205,16,6,1,0,26,53879,467914,110115,10651,26,18,21,18,4,2,11,5,1.0,1,-0.17667911622994298,0,0.0032332344,0.99676675,0.19010024769414935,0.7547668144205495,monitor
203385,2,1,13,364,16,6,7,0,53,53879,467914,110115,3222,53,50,51,50,4,2,6,4,18.0,0,-0.10911192946030379,0,0.0059046,0.9940954,0.3667652460477565,0.8058963374060933,block
42948,1,1,27,134,16,6,1,0,34,19091,467914,4273,43940,34,2,33,5,15,2,6,26,0.0,1,-0.18477400067953226,0,0.0006649281,0.99933505,0.16893490374050812,0.7502150065301725,monitor
77949,15,2,9,245,16,6,6,0,76,56109,26018,12357,42657,76,6,13,8,16,2,4,28,1.0,1,-0.15178911905282544,0,0.0029972957,0.9970027,0.2551790458585359,0.7744556183405381,monitor
31119,12,1,13,178,16,6,5,0,15,69497,467914,110115,21830,15,3,15,2,6,1,3,7,1.0,1,-0.23498308853370115,0,0.013307186,0.9866928,0.03765537521234069,0.7019815271526304,monitor
108942,3,1,13,110,16,6,6,0,347,65991,467914,110115,2405,342,57,314,4,25,3,31,65,1.0,1,-0.1260208376577664,0,0.013302553,0.98669744,0.32255425574782726,0.7874544695687391,monitor
73487,3,1,8,153,16,6,5,0,3296,65991,467914,15263,11033,3296,733,2876,415,30,4,56,83,0.0,1,0.11260162118623773,1,0.0013987055,0.9986013,0.9464700692407797,0.9829619429562244,block
188235,18,1,8,107,16,6,0,0,12,38763,467914,15263,14818,12,2,12,1,8,1,2,12,4.0,1,-0.21903278046524471,0,0.03221958,0.9677804,0.07935995525147246,0.7012542923272422,monitor
91181,9,1,13,134,16,6,0,0,14,59537,467914,110115,43940,14,3,14,1,8,1,4,13,-1.0,0,-0.18260255100327322,0,0.16078633,0.83921367,0.17461249920987612,0.6398333003916249,monitor
72711,2,1,8,477,16,6,6,0,16,53879,467914,15263,20041,16,16,16,13,1,1,1,2,22.0,0,-0.17283296938221532,0,0.0014768885,0.9985231,0.20015660136236005,0.7590131259241499,monitor
31816,20,1,14,259,16,6,5,0,19,7931,467914,7316,24335,19,4,19,6,6,1,2,8,0.0,1,-0.2159468174864086,0,0.053909317,0.9460907,0.08742868906503341,0.6884920597262544,monitor
111025,9,1,19,232,16,6,8,0,754,59537,467914,120453,3312,753,113,681,8,26,3,42,73,0.0,1,-0.06971691282389114,0,0.013333569,0.98666644,0.4697696906895078,0.8315974039605449,block
151092,21,1,14,128,16,6,5,0,1,10101,467914,7316,10067,1,1,1,1,1,1,1,1,-1.0,0,-0.18474431135640462,0,0.08850624,0.9114938,0.16901253112847894,0.6887493683358886,monitor
90626,9,1,13,258,16,6,4,0,84,59537,467914,110115,3881,84,12,84,2,16,1,7,42,0.0,1,-0.20258738274900384,0,0.10056044,0.8994396,0.12235902476089883,0.6663153848879865,monitor
64173,2,1,13,477,16,6,4,0,12,53879,467914,110115,20041,12,12,12,12,1,1,1,1,59.0,0,-0.16553285731866696,0,0.0009162037,0.9990838,0.2192438883628516,0.7651318086101433,monitor
105560,2,1,13,236,16,6,0,0,1651,53879,467914,110115,1286,1651,110,1546,7,32,4,39,79,0.0,1,-0.00020070182726672492,0,0.0024468945,0.9975531,0.6515307183187663,0.8937464045024353,block
138980,8,1,19,145,16,6,0,0,18,32361,467914,120453,31640,18,6,18,6,7,1,2,6,1.0,1,-0.20844894143524156,0,0.3631535,0.63684654,0.1070330610030135,0.4779025039122474,allow
160647,21,2,13,128,16,6,3,0,1,10101,26018,110115,10067,1,1,1,1,1,1,1,1,-1.0,0,-0.12541206241436625,0,0.07105096,0.92894906,0.32414599402368116,0.7475081209648253,monitor
71272,3,1,18,280,16,6,2,0,27,65991,467914,24717,22283,27,5,27,2,12,1,7,21,1.0,1,-0.22871683348757266,0,0.01198658,0.98801345,0.05403948102366932,0.7078212269364953,monitor
105560,12,1,6,265,16,6,1,0,1651,69497,467914,12778,11005,1651,190,1546,55,32,4,39,79,0.0,1,-0.0027977367965025257,0,0.002146988,0.99785304,0.644740363406869,0.891919225587765,block
92254,11,1,13,487,16,6,9,0,23,4909,467914,110115,587,23,1,23,1,11,1,3,13,4.0,1,-0.18944288493274808,0,0.022698905,0.9773011,0.15672737419336727,0.7311289729467919,monitor
136702,1,1,22,125,16,6,0,0,34,19091,467914,18179,7820,34,2,34,2,9,1,2,11,0.0,1,-0.21875522076339315,0,0.0008965659,0.9991034,0.0800856785887162,0.7233981143508458,monitor
85262,13,1,13,477,16,6,6,0,10,7335,467914,110115,20041,10,1,10,1,9,1,3,9,38.0,0,-0.19417295110511157,0,0.0067699626,0.99323004,0.14435987493071428,0.7385689640661284,monitor
207955,64,1,19,459,16,6,2,0,3,6423,467914,120453,10801,3,1,3,1,2,1,2,3,8.0,0,-0.1856753119376341,0,0.1907308,0.8092692,0.16657828421050577,0.616461930068297,monitor
119347,3,1,35,424,16,6,1,0,54,65991,467914,4928,2881,54,6,54,1,11,1,6,25,14.0,0,-0.18948990401580318,0,0.010893903,0.9891061,0.15660443543229619,0.739355619665486,monitor
121582,20,1,18,259,16,6,0,0,10,7931,467914,24717,24335,10,1,10,2,8,1,3,8,0.0,1,-0.20814860351227843,0,0.215003,0.784997,0.107818341568959,0.5818434048640287,monitor
84991,18,1,13,439,16,6,9,0,97,38763,467914,110115,4807,97,8,73,3,20,2,7,42,0.0,1,-0.18554083275338357,0,0.03596451,0.9640355,0.16692990111214195,0.7249038042035767,monitor
